"Penduduk Berumur 15 Tahun Ke Atas yang Bekerja Selama Seminggu yang Lalu Menurut Status Pekerjaan Utama dan Lapangan Pekerjaan, 2008-2024",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Status Pekerjaan Utama,2008 Februari,,,,,,,,,,,,,2008 Agustus,,,,,,,,,,,,
5 Pekerja bebas pertanian,"4,664,172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,664,172",,,,,,,,
6 Pekerja bebas non pertanian,0,"156,847","788,074","3,940","21,659","3,851,361","342,054","395,659","62,105","13,234","5,692","4,173","74,842",0,"4,711","3,250","732,163","6,459,764",,,,,,,,
7 Pekerja keluarga/tak dibayar,"11,825,074","46,912","1,502,790","8,406","17,588","71,624","3,504,084","43,181","1,427,934","58,449","3,341","12,896","38,397",0,"44,056","11,072","147,982","18,763,786",,,,,,,,
Total,"39,770,287","1,394,242","18,182,039","349,885","445,929","7,196,235","23,906,748","5,181,080","8,195,757","1,008,953","1,713,872","270,013","1,603,695","5,452,858","6,415,102","2,047,495","6,345,351","129,479,541",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Status Pekerjaan Utama,2018 Agustus,,,,,,,,,,,,,,,,,,,,,,,,,
,Lapangan Pekerjaan Utama,,,,,,,,,,,,,,,,,,,,,,,,,
,A,B,C,D,E,F,G,H,I,J,K,L,M,O,P,Q,R & lainnya,Total,,,,,,,,
1 Berusaha Sendiri,"6,012,551","215,777","2,759,279","18,299","146,066","221,532","7,646,444","2,574,662","2,255,607","160,392","33,347","65,855","206,061",0,"35,416","153,508","1,618,819","24,123,615",,,,,,,,
2 Berusaha dibantu Buruh Tidak Tetap/Tidak Dibayar,"11,424,521","58,776","1,594,300","8,902","24,813","111,384","4,708,098","64,259","1,736,530","64,782","4,865","8,642","55,585",0,"40,137","8,916","188,956","20,103,466",,,,,,,,
3 Berusaha dibantu Buruh Tetap/Dibayar,"873,026","59,479","869,133","5,238","12,896","364,298","1,224,587","118,682","387,313","37,866","9,432","9,199","134,257",0,"51,622","23,763","201,169","4,381,960",,,,,,,,
4 Buruh/Karyawan/Pegawai,"3,390,051","850,632","11,171,444","304,582","241,978","3,370,389","6,673,921","2,272,662","2,127,142","609,087","1,770,518","284,825","1,181,587","4,766,102","6,013,348","1,683,157","3,234,676","49,946,101",,,,,,,,
5 Pekerja bebas pertanian,"5,291,185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,291,185",,,,,,,,
6 Pekerja bebas non pertanian,0,"229,052","828,804","5,201","29,327","4,332,236","346,507","435,378","78,267","4,287",0,"19,473","67,150",0,"6,441","3,578","712,379","7,098,080",,,,,,,,
7 Pekerja keluarga/tak dibayar,"9,586,646","52,499","1,312,343","1,902","24,342","57,454","2,860,855","26,036","1,181,218","28,122","1,675","5,764","40,212",0,"20,889","6,807","131,015","15,337,779",,,,,,,,
Total,"36,577,980","1,466,215","18,535,303","344,124","479,422","8,457,293","23,460,412","5,491,679","7,766,077","904,536","1,819,837","393,758","1,684,852","4,766,102","6,167,853","1,879,729","6,087,014","126,282,186",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Status Pekerjaan Utama,2019 Februari,,,,,,,,,,,,,,,,,,,,,,,,,
,Lapangan Pekerjaan Utama,,,,,,,,,,,,,,,,,,,,,,,,,
,A,B,C,D,E,F,G,H,I,J,K,L,M,O,P,Q,R & lainnya,Total,,,,,,,,
1 Berusaha Sendiri,"6,149,926","201,708","2,858,314","18,278","123,892","234,330","7,996,636","2,857,908","2,459,834","215,147","27,028","71,078","215,320",0,"76,498","140,914","1,675,847","25,322,658",,,,,,,,
2 Berusaha dibantu Buruh Tidak Tetap/Tidak Dibayar,"12,686,706","54,623","1,610,057","8,602","30,038","127,881","4,744,883","53,127","1,925,565","38,108","10,169","6,121","61,357",0,"32,048","10,153","170,031","21,569,469",,,,,,,,
3 Berusaha dibantu Buruh Tetap/Dibayar,"969,246","55,049","896,127","9,185","18,905","398,434","1,330,711","105,529","491,884","29,688","14,302","9,104","127,779",0,"48,835","24,615","220,182","4,749,575",,,,,,,,
4 Buruh/Karyawan/Pegawai,"3,596,927","816,805","10,779,356","275,324","186,290","3,579,049","6,911,645","1,972,499","2,340,927","586,181","1,738,275","248,000","1,200,805","5,239,129","6,515,672","1,820,830","3,486,640","51,294,354",,,,,,,,
5 Pekerja bebas pertanian,"4,782,815",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,782,815",,,,,,,,
6 Pekerja bebas non pertanian,0,"207,035","753,727","4,107","27,402","3,363,114","410,984","272,070","68,769","50,197",0,"3,656","50,664",0,"6,378","1,319","760,670","5,980,092",,,,,,,,
7 Pekerja keluarga/tak dibayar,"10,950,297","43,834","1,570,166","2,442","31,983","60,484","3,431,093","29,373","1,607,215","32,435","20,481","2,626","50,343",0,"35,618","18,683","106,556","17,993,629",,,,,,,,
Total,"39,135,917","1,379,054","18,467,747","317,938","418,510","7,763,292","24,825,952","5,290,506","8,894,194","951,756","1,810,255","340,585","1,706,268","5,239,129","6,715,049","2,016,514","6,419,926","131,692,592",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Status Pekerjaan Utama,2019 Agustus,,,,,,,,,,,,,,,,,,,,,,,,,
,Lapangan Pekerjaan Utama,,,,,,,,,,,,,,,,,,,,,,,,,
,A,B,C,D,E,F,G,H,I,J,K,L,M,O,P,Q,R & lainnya,Total,,,,,,,,
1 Berusaha Sendiri,"6,291,771","198,493","2,850,126","25,123","172,296","253,038","8,287,863","2,857,237","2,644,664","208,513","38,648","75,671","237,101",0,"140,385","146,415","1,698,137","26,125,481",,,,,,,,
2 Berusaha dibantu Buruh Tidak Tetap/Tidak Dibayar,"10,734,878","51,538","1,595,879","3,573","23,187","117,530","4,277,950","55,251","1,742,058","42,973","5,425","6,015","67,154",0,"34,573","8,131","173,903","18,940,018",,,,,,,,
3 Berusaha dibantu Buruh Tetap/Dibayar,"943,737","50,426","841,814","6,359","19,274","396,977","1,242,912","107,849","403,869","27,595","12,910","13,120","140,620",0,"53,657","21,351","180,615","4,463,085",,,,,,,,
4 Buruh/Karyawan/Pegawai,"3,457,082","862,415","11,631,771","320,187","228,942","4,054,759","7,034,076","2,195,460","2,359,904","616,081","1,713,132","299,492","1,373,913","4,947,873","6,153,012","1,792,441","3,300,682","52,341,222",,,,,,,,
5 Pekerja bebas pertanian,"5,258,741",145,"10,323",0,0,"2,958","5,754",858,369,0,0,153,0,0,0,0,580,"5,279,881",,,,,,,,
6 Pekerja bebas non pertanian,756,"216,395","879,610","6,173","38,959","3,786,471","395,973","406,780","122,340","2,998","2,686","8,007","84,001",0,"1,266","7,146","885,266","6,844,827",,,,,,,,
7 Pekerja keluarga/tak dibayar,"8,763,326","49,144","1,388,392","2,220","19,625","63,716","2,919,403","32,879","1,289,022","23,031","2,488","1,448","40,300",0,"33,429","7,225","125,109","14,760,757",,,,,,,,
Total,"35,450,291","1,428,556","19,197,915","363,635","502,283","8,675,449","24,163,931","5,656,314","8,562,226","921,191","1,775,289","403,906","1,943,089","4,947,873","6,416,322","1,982,709","6,364,292","128,755,271",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Status Pekerjaan Utama,2020 Februari,,,,,,,,,,,,,,,,,,,,,,,,,
,Lapangan Pekerjaan Utama,,,,,,,,,,,,,,,,,,,,,,,,,
,A,B,C,D,E,F,G,H,I,J,K,L,M,O,P,Q,R & lainnya,Total,,,,,,,,
1 Berusaha Sendiri,"6,341,420","223,385","2,690,444","25,881","172,392","265,760","7,577,715","2,860,644","2,393,975","197,309","28,037","96,063","233,658",0,"159,509","162,372","1,673,636","25,102,200",,,,,,,,
2 Berusaha dibantu Buruh Tidak Tetap/Tidak Dibayar,"12,702,764","37,319","1,684,396","6,896","30,669","118,575","4,965,513","48,541","2,089,772","80,277","3,176","13,843","71,418",0,"40,666","8,159","214,406","22,116,390",,,,,,,,
3 Berusaha dibantu Buruh Tetap/Dibayar,"988,876","45,051","915,971","6,077","17,098","410,349","1,423,962","110,069","513,250","28,252","10,133","9,377","168,232",0,"60,759","20,513","177,695","4,905,664",,,,,,,,
4 Buruh/Karyawan/Pegawai,"3,420,884","861,884","11,290,168","283,729","200,944","3,777,360","7,087,544","2,123,570","2,376,182","609,327","1,776,166","301,332","1,237,540","5,435,306","6,804,493","2,016,034","3,282,582","52,885,045",,,,,,,,
5 Pekerja bebas pertanian,"4,982,052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,982,052",,,,,,,,
6 Pekerja bebas non pertanian,0,"142,328","676,605","14,154","16,293","3,484,483","329,805","327,584","82,950","1,920",870,"3,846","69,498",0,"4,291","3,338","732,923","5,890,888",,,,,,,,
7 Pekerja keluarga/tak dibayar,"10,520,805","32,601","1,451,857","7,093","25,963","59,899","3,389,229","38,745","1,603,059","45,850","1,353","2,022","44,353",0,"40,839","8,664","138,295","17,410,627",,,,,,,,
Total,"38,956,801","1,342,568","18,709,441","343,830","463,359","8,116,426","24,773,768","5,509,153","9,059,188","962,935","1,819,735","426,483","1,824,699","5,435,306","7,110,557","2,219,080","6,219,537","133,292,866",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Status Pekerjaan Utama,2020 Agustus,,,,,,,,,,,,,,,,,,,,,,,,,
,Lapangan Pekerjaan Utama,,,,,,,,,,,,,,,,,,,,,,,,,
,A,B,C,D,E,F,G,H,I,J,K,L,M,O,P,Q,R & lainnya,Total,,,,,,,,
1 Berusaha Sendiri,"6,261,144","247,489","2,780,912","24,872","153,340","459,489","8,257,885","2,689,824","2,584,827","184,544","39,565","123,648","220,600",0,"187,815","152,925","1,805,129","26,174,008",,,,,,,,
2 Berusaha dibantu Buruh Tidak Tetap/Tidak Dibayar,"11,286,065","54,898","1,605,685","5,633","24,153","89,681","4,720,224","46,416","1,866,065","58,679","5,767","13,324","60,890",0,"31,810","10,312","193,853","20,073,455",,,,,,,,
3 Berusaha dibantu Buruh Tetap/Dibayar,"966,722","57,354","765,531","2,876","15,173","301,159","1,109,406","103,979","330,007","33,471","11,346","7,982","114,881",0,"39,988","18,497","172,316","4,050,688",,,,,,,,
4 Buruh/Karyawan/Pegawai,"3,401,337","731,771","9,932,723","259,305","222,086","3,137,013","6,277,675","2,296,109","1,902,427","607,668","1,491,291","230,374","1,259,195","4,569,946","5,680,371","1,794,302","2,927,568","46,721,161",,,,,,,,
5 Pekerja bebas pertanian,"5,919,782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,919,782",,,,,,,,
6 Pekerja bebas non pertanian,0,"212,592","737,648","7,305","39,876","3,979,008","425,064","416,265","110,936","13,497","4,542","9,235","88,299",0,"49,590","17,602","1,086,257","7,197,716",,,,,,,,
7 Pekerja keluarga/tak dibayar,"10,389,321","48,132","1,660,350","3,560","36,356","100,147","3,912,441","39,348","1,749,532","35,414","5,416","9,102","52,890",0,"39,036","11,884","224,445","18,317,374",,,,,,,,
Total,"38,224,371","1,352,236","17,482,849","303,551","490,984","8,066,497","24,702,695","5,591,941","8,543,794","933,273","1,557,927","393,665","1,796,755","4,569,946","6,028,610","2,005,522","6,409,568","128,454,184",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Status Pekerjaan Utama,2021 Februari,,,,,,,,,,,,,,,,,,,,,,,,,
,Lapangan Pekerjaan Utama,,,,,,,,,,,,,,,,,,,,,,,,,
,A,B,C,D,E,F,G,H,I,J,K,L,M,O,P,Q,R & lainnya,Total,,,,,,,,
1 Berusaha Sendiri,"5,792,603","225,096","2,754,312","14,555","223,835","380,179","8,065,364","2,649,660","2,691,237","208,193","47,196","137,359","281,476",0,"221,025","172,360","1,783,495","25,647,945",,,,,,,,
2 Berusaha dibantu Buruh Tidak Tetap/Tidak Dibayar,"12,442,412","39,756","1,652,502","4,214","35,578","69,848","4,762,869","28,104","2,128,299","67,330","7,630","28,688","57,925",0,"40,811","23,850","221,884","21,611,700",,,,,,,,
3 Berusaha dibantu Buruh Tetap/Dibayar,"954,008","51,347","855,438","5,901","13,995","349,095","1,189,124","86,722","397,602","44,880","8,834","13,691","165,809",0,"37,207","34,086","189,499","4,397,238",,,,,,,,
4 Buruh/Karyawan/Pegawai,"3,545,247","761,018","10,349,133","242,837","167,195","3,306,354","6,564,826","2,167,247","1,928,155","698,326","1,442,617","277,533","1,272,617","4,657,639","6,113,126","2,049,150","2,977,647","48,520,667",,,,,,,,
5 Pekerja bebas pertanian,"5,007,143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,007,143",,,,,,,,
6 Pekerja bebas non pertanian,0,"237,861","673,885","4,095","29,555","3,765,186","399,834","355,419","85,511","12,664","2,726","6,248","59,994",0,"37,541","16,090","1,014,167","6,700,776",,,,,,,,
7 Pekerja keluarga/tak dibayar,"11,036,187","33,139","1,538,298","3,020","28,377","58,989","4,179,596","20,497","1,936,738","52,078","4,573","7,859","53,838",0,"43,469","12,132","170,046","19,178,836",,,,,,,,
Total,"38,777,600","1,348,217","17,823,568","274,622","498,535","7,929,651","25,161,613","5,307,649","9,167,542","1,083,471","1,513,576","471,378","1,891,659","4,657,639","6,493,179","2,307,668","6,356,738","131,064,305",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Status Pekerjaan Utama,2021 Agustus,,,,,,,,,,,,,,,,,,,,,,,,,
,Lapangan Pekerjaan Utama,,,,,,,,,,,,,,,,,,,,,,,,,
,A,B,C,D,E,F,G,H,I,J,K,L,M,O,P,Q,R & lainnya,Total,,,,,,,,
1 Berusaha Sendiri,"6,863,634","258,782","2,913,513","17,488","205,268","323,791","8,571,052","2,559,465","2,942,415","210,789","42,639","128,310","232,868",0,"193,098","186,968","1,584,063","27,234,143",,,,,,,,
2 Berusaha dibantu Buruh Tidak Tetap/Tidak Dibayar,"10,299,244","49,651","1,651,353","4,527","25,860","80,982","4,748,655","36,903","2,013,309","62,632","8,439","10,363","54,239",0,"40,569","12,231","169,461","19,268,418",,,,,,,,
3 Berusaha dibantu Buruh Tetap/Dibayar,"874,782","48,547","806,429","3,635","18,142","270,347","1,175,462","91,855","366,421","34,237","9,518","5,522","124,448",0,"39,223","24,774","160,368","4,053,710",,,,,,,,
4 Buruh/Karyawan/Pegawai,"3,421,008","798,327","10,860,757","250,208","235,026","3,095,814","6,734,078","2,273,549","1,934,207","641,052","1,525,513","198,540","1,460,353","4,848,980","6,154,001","1,944,960","2,711,995","49,088,368",,,,,,,,
5 Pekerja bebas pertanian,"5,804,160",0,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,805,130",,,,,,,,
6 Pekerja bebas non pertanian,0,"245,831","785,539","6,086","47,389","4,444,301","446,634","441,725","106,992","12,199","5,610","6,970","96,823",0,"25,602","19,181","983,723","7,674,605",,,,,,,,
7 Pekerja keluarga/tak dibayar,"9,867,848","42,284","1,675,902","2,574","31,041","78,534","4,060,229","40,157","1,816,996","37,290","6,086","6,250","48,340",0,"39,135","9,214","164,269","17,926,149",,,,,,,,
Total,"37,130,676","1,443,422","18,694,463","284,518","562,726","8,293,769","25,736,110","5,443,654","9,180,340","998,199","1,597,805","355,955","2,017,071","4,848,980","6,491,628","2,197,328","5,773,879","131,050,523",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Status Pekerjaan Utama,2022 Februari,,,,,,,,,,,,,,,,,,,,,,,,,
,Lapangan Pekerjaan Utama,,,,,,,,,,,,,,,,,,,,,,,,,
,A,B,C,D,E,F,G,H,I,J,K,L,M,O,P,Q,R & lainnya,Total,,,,,,,,
1 Berusaha Sendiri,"7,451,403","230,021","2,862,641","22,824","170,699","270,311","7,809,347","2,733,137","2,824,528","200,242","35,285","115,228","242,776",0,"224,497","209,123","1,510,717","26,912,779",,,,,,,,
2 Berusaha dibantu Buruh Tidak Tetap/Tidak Dibayar,"11,685,505","56,166","1,745,613","3,132","21,292","84,622","5,376,556","137,432","2,286,057","113,043","7,960","46,248","43,613",0,"128,230","179,951","361,455","22,276,875",,,,,,,,
3 Berusaha dibantu Buruh Tetap/Dibayar,"1,022,583","50,814","812,792","2,091","12,132","272,452","1,270,640","134,846","430,054","54,501","3,260","24,729","122,166",0,"61,251","39,560","170,079","4,483,950",,,,,,,,
4 Buruh/Karyawan/Pegawai,"4,234,789","947,328","10,461,081","269,909","263,992","3,737,055","6,394,979","2,289,685","2,033,483","570,275","1,456,066","212,353","1,414,754","4,633,405","6,142,752","1,933,982","2,802,333","49,798,221",,,,,,,,
5 Pekerja bebas pertanian,"5,505,304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,505,304",,,,,,,,
6 Pekerja bebas non pertanian,0,"259,918","789,111","8,128","34,749","3,777,635","515,923","380,814","81,597","11,422","6,749","25,317","83,999",0,"29,550","11,326","905,761","6,921,999",,,,,,,,
7 Pekerja keluarga/tak dibayar,"10,736,413","43,731","2,000,688","3,400","31,383","46,350","4,433,108","34,596","1,979,714","148,075","2,687","26,644","32,895",0,"40,358","10,803","141,922","19,712,767",,,,,,,,
Total,"40,635,997","1,587,978","18,671,926","309,484","534,247","8,188,425","25,800,553","5,710,510","9,635,433","1,097,558","1,512,007","450,519","1,940,203","4,633,405","6,626,638","2,384,745","5,892,267","135,611,895",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Status Pekerjaan Utama,2022 Agustus,,,,,,,,,,,,,,,,,,,,,,,,,
,Lapangan Pekerjaan Utama,,,,,,,,,,,,,,,,,,,,,,,,,
,A,B,C,D,E,F,G,H,I,J,K,L,M,O,P,Q,R & lainnya,Total,,,,,,,,
1 Berusaha Sendiri,"8,219,515","275,811","3,215,819","25,599","170,188","356,353","8,880,321","2,660,930","3,235,262","191,946","55,446","142,733","280,268",0,"246,190","175,435","1,689,852","29,821,668",,,,,,,,
2 Berusaha dibantu Buruh Tidak Tetap/Tidak Dibayar,"10,988,621","50,895","1,709,727","3,341","20,601","86,549","4,476,403","51,207","1,884,232","40,247","7,912","13,303","67,064",0,"98,471","100,975","187,606","19,787,154",,,,,,,,
3 Berusaha dibantu Buruh Tetap/Dibayar,"1,028,421","51,865","754,966","6,221","12,102","276,924","1,072,610","97,805","361,501","35,120","8,405","5,620","136,377",0,"62,717","28,767","168,606","4,108,027",,,,,,,,
4 Buruh/Karyawan/Pegawai,"3,273,231","909,944","10,950,696","269,406","227,590","3,905,012","6,917,852","2,518,303","2,348,158","679,202","1,545,466","267,588","1,604,277","4,875,999","6,049,532","1,905,018","2,701,281","50,948,555",,,,,,,,
5 Pekerja bebas pertanian,"5,587,771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,587,771",,,,,,,,
6 Pekerja bebas non pertanian,0,"199,030","855,569","3,558","53,657","3,813,136","848,159","447,812","116,187","24,583","4,943","13,534","100,333",0,"28,384","15,444","819,845","7,344,174",,,,,,,,
7 Pekerja keluarga/tak dibayar,"9,606,437","42,612","1,685,620","2,999","27,012","43,375","3,998,545","29,251","1,662,369","37,993","4,288","7,229","49,393",0,"26,955","8,514","466,772","17,699,364",,,,,,,,
Total,"38,703,996","1,530,157","19,172,397","311,124","511,150","8,481,349","26,193,890","5,805,308","9,607,709","1,009,091","1,626,460","450,007","2,237,712","4,875,999","6,512,249","2,234,153","6,033,962","135,296,713",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Status Pekerjaan Utama,2023 Februari,,,,,,,,,,,,,,,,,,,,,,,,,
,Lapangan Pekerjaan Utama,,,,,,,,,,,,,,,,,,,,,,,,,
,A,B,C,D,E,F,G,H,I,J,K,L,M,O,P,Q,R & lainnya,Total,,,,,,,,
1 Berusaha Sendiri,"7,418,993","317,486","3,157,430","41,757","223,748","428,514","8,154,833","2,679,804","3,210,407","273,495","74,811","130,720","290,935",0,"181,663","288,539","1,780,090","28,653,225",,,,,,,,
2 Berusaha dibantu Buruh Tidak Tetap/Tidak Dibayar,"12,142,944","63,121","1,725,493","31,354","57,255","110,623","4,914,867","189,269","2,144,291","156,281","43,731","17,487","134,610",0,"74,803","164,623","388,069","22,358,821",,,,,,,,
3 Berusaha dibantu Buruh Tetap/Dibayar,"1,212,030","57,358","809,107","8,694","27,282","299,305","1,363,668","84,081","379,805","83,664","16,094","12,671","181,885",0,"65,974","84,153","219,903","4,905,674",,,,,,,,
4 Buruh/Karyawan/Pegawai,"3,044,233","1,009,225","10,763,893","234,628","177,480","4,107,228","6,935,327","2,320,156","2,414,659","543,300","1,402,483","299,630","1,296,359","4,715,229","6,301,269","1,739,197","3,078,942","50,383,238",,,,,,,,
5 Pekerja bebas pertanian,"5,729,062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,729,062",,,,,,,,
6 Pekerja bebas non pertanian,0,"193,963","693,576","14,811","27,209","3,585,724","685,663","419,636","125,897","24,931","6,356","11,603","99,164",0,"24,076","35,846","643,495","6,591,950",,,,,,,,
7 Pekerja keluarga/tak dibayar,"11,147,310","55,758","1,680,498","25,904","55,630","74,354","4,184,456","142,225","1,871,759","110,811","56,678","5,164","54,318",0,"88,293","164,207","293,176","20,010,541",,,,,,,,
Total,"40,694,572","1,696,911","18,829,997","357,148","568,604","8,605,748","26,238,814","5,835,171","10,146,818","1,192,482","1,600,153","477,275","2,057,271","4,715,229","6,736,078","2,476,565","6,403,675","138,632,511",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Status Pekerjaan Utama,2023 Agustus,,,,,,,,,,,,,,,,,,,,,,,,,
,Lapangan Pekerjaan Utama,,,,,,,,,,,,,,,,,,,,,,,,,
,A,B,C,D,E,F,G,H,I,J,K,L,M,O,P,Q,R & lainnya,Total,,,,,,,,
1 Berusaha Sendiri,"9,042,999","299,667","3,494,312","35,369","179,199","415,412","8,938,783","3,038,072","3,679,463","196,850","53,374","144,764","316,022",-,"233,563","213,709","1,933,054","32,214,612",,,,,,,,
2 Berusaha dibantu Buruh Tidak Tetap/Tidak Dibayar,"10,649,158","40,610","1,693,507","5,061","25,718","102,046","4,662,671","91,159","2,090,570","50,199","9,447","13,593","78,171",-,"43,917","8,571","222,891","19,787,289",,,,,,,,
3 Berusaha dibantu Buruh Tetap/Dibayar,"1,149,845","56,062","787,961","1,255","12,157","303,960","1,177,427","77,960","446,112","24,753","9,858","12,439","157,257",-,"48,049","29,511","195,772","4,490,378",,,,,,,,
4 Buruh/Karyawan/Pegawai,"3,420,305","1,010,896","10,827,030","274,027","209,089","4,373,603","7,209,912","2,425,915","2,612,481","664,082","1,553,450","293,714","1,609,644","4,880,331","6,534,760","1,930,178","2,865,720","52,695,137",,,,,,,,
5 Pekerja bebas pertanian,"5,209,641",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,209,641",,,,,,,,
6 Pekerja bebas non pertanian,-,"211,906","856,481","4,597","28,873","4,015,937","479,354","443,714","131,870","18,962","4,253","8,485","106,776",-,"27,331","18,537","1,009,877","7,366,953",,,,,,,,
7 Pekerja keluarga/tak dibayar,"9,979,290","43,347","1,684,041","2,320","38,040","40,863","4,084,511","70,657","1,824,759","35,026","6,785","8,757","63,564",-,"33,589","10,216","162,602","18,088,367",,,,,,,,
Total,"39,451,238","1,662,488","19,343,332","322,629","493,076","9,251,821","26,552,658","6,147,477","10,785,255","989,872","1,637,167","481,752","2,331,434","4,880,331","6,921,209","2,210,722","6,389,916","139,852,377",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Status Pekerjaan Utama,2024 Februari,,,,,,,,,,,,,,,,,,,,,,,,,
,Lapangan Pekerjaan Utama,,,,,,,,,,,,,,,,,,,,,,,,,
,A,B,C,D,E,F,G,H,I,J,K,L,M,O,P,Q,R & lainnya,Total,,,,,,,,
1 Berusaha Sendiri,"8,252,393","314,481","3,186,827","25,119","187,189","458,041","8,059,216","2,487,405","3,194,907","216,235","55,789","154,445","265,561",-,"254,803","206,573","1,789,552","29,108,536",,,,,,,,
2 Berusaha dibantu Buruh Tidak Tetap/Tidak Dibayar,"11,791,770","136,370","1,856,007","6,436","37,174","143,618","5,169,013","269,414","2,276,906","96,435","12,963","24,693","133,336",-,"40,348","31,484","415,135","22,441,102",,,,,,,,
3 Berusaha dibantu Buruh Tetap/Dibayar,"1,107,897","46,882","880,501","3,083","9,525","417,860","1,305,926","207,992","521,509","26,362","21,428","32,122","182,910",-,"59,177","23,343","159,525","5,006,042",,,,,,,,
4 Buruh/Karyawan/Pegawai,"2,718,880","974,407","10,292,498","300,286","296,010","4,156,695","7,591,731","2,441,524","2,876,236","807,859","1,542,808","253,847","1,438,732","5,465,768","6,834,144","2,227,020","2,826,217","53,044,662",,,,,,,,
5 Pekerja bebas pertanian,"5,492,865",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,492,865",,,,,,,,
6 Pekerja bebas non pertanian,-,"206,821","848,366","17,271","15,708","3,421,946","721,948","450,089","148,147","28,379",383,"5,708","119,264",-,"24,742","2,853","1,033,312","7,044,937",,,,,,,,
7 Pekerja keluarga/tak dibayar,"11,357,154","23,595","1,816,192","8,802","29,835","47,106","4,237,861","43,927","2,091,122","55,510","5,116","9,087","74,940",-,"45,991","6,286","188,378","20,040,902",,,,,,,,
Total,"40,720,959","1,702,556","18,880,391","360,997","575,441","8,645,266","27,085,695","5,900,351","11,108,827","1,230,780","1,638,487","479,902","2,214,743","5,465,768","7,259,205","2,497,559","6,412,119","142,179,046",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Data 2011-2013 menggunakan Backcast dari Penimbang Proyeksi Komponen,,,,,,,,,,,,,,,,,,,,,,,,,,
"1986-1998, penghitungan tanpa data Provinsi Timor Timor",,,,,,,,,,,,,,,,,,,,,,,,,,
"Pada tahun 1995, Sakernas tidak dilaksanakan",,,,,,,,,,,,,,,,,,,,,,,,,,
"Pada tahun 2000, tanpa Maluku",,,,,,,,,,,,,,,,,,,,,,,,,,
Sumber: Survei Angkatan Kerja Nasional (Sakernas),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
kode Lapangan Pekerjaan Utama:,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-2017,,2018- ...,,,,,,,,,,,,,,,,,,,,,,,,
"1 Pertanian, Perkebunan, Kehutanan, Perburuan, dan Perikanan",,"A Pertanian, Kehutanan dan Perikanan",,,,,A,,,,,,,,,,,,,,,,,,,
2 Pertambangan dan Penggalian,,B Pertambangan dan Penggalian,,,,,B,,,,,,,,,,,,,,,,,,,
3 Industri,,C Industri Pengolahan,,,,,C,,,,,,,,,,,,,,,,,,,
"4 Listrik, Gas, dan Air Minum",,D Pengadaan Listrik dan Gas,,,,,D,,,,,,,,,,,,,,,,,,,
5 Konstruksi,,"E Pengadaan Air, Pengelolaan Sampah, Limbah, dan Daur Ulang",,,,,E,,,,,,,,,,,,,,,,,,,
"6 Perdagangan, Rumah Makan dan Jasa Akomodasi",,F Konstruksi,,,,,F,,,,,,,,,,,,,,,,,,,
"7 Transportasi, Pergudangan dan Komunikasi",,G Perdagangan Besar dan Eceran; Reparasi dan Perawatan Mobil,,,,,G,,,,,,,,,,,,,,,,,,,
"8 Lembaga Keuangan, Real Estate, Usaha Persewaan, dan Jasa Perusahaan",,H Transportasi dan Pergudangan,,,,,H,,,,,,,,,,,,,,,,,,,
"9 Jasa Kemasyarakatan, Sosial, dan Perorangan",,I Penyediaan Akomodasi dan Makan Minum,,,,,I,,,,,,,,,,,,,,,,,,,
